position,track_title,artist_raw,release_id,artist_clean,cover_url,thumb_url,styles,genres,year,album_title,album_artist,spotify_uri,found_name,found_artist,track_id,match_score,search_strategy,status,bpm,energy,danceability,valence,key,mode,camelot
A1,Boogie Oogie Oogie,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978,A Taste Of Honey,A Taste Of Honey,spotify:track:1Rl9GHgsflyIVqBRyO45Zo,Boogie Oogie Oogie,A Taste Of Honey,1Rl9GHgsflyIVqBRyO45Zo,100.0,field,ACEITO,,,,,,,
A2,This Love Of Ours,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978,A Taste Of Honey,A Taste Of Honey,spotify:track:2PRAvJnWzIFtP97b0XN4FN,This Love Of Ours,A Taste Of Honey,2PRAvJnWzIFtP97b0XN4FN,100.0,field,ACEITO,,,,,,,
A3,Distant,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978,A Taste Of Honey,A Taste Of Honey,spotify:track:6fsAhTL8kNREO6TubIdZ9F,Distant,A Taste Of Honey,6fsAhTL8kNREO6TubIdZ9F,100.0,field,ACEITO,,,,,,,
A4,World Spin,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978,A Taste Of Honey,A Taste Of Honey,spotify:track:7lTJO95ldKZYGV8dwCZxwo,World Spin,A Taste Of Honey,7lTJO95ldKZYGV8dwCZxwo,100.0,field,ACEITO,,,,,,,
B1,Disco Dancin',A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978,A Taste Of Honey,A Taste Of Honey,spotify:track:0fO7yI17D2Kk2atygUJTxK,Disco Dancin' - 2004 - Remastered,A Taste Of Honey,0fO7yI17D2Kk2atygUJTxK,95.0,field,ACEITO,,,,,,,
B2,You,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978,A Taste Of Honey,A Taste Of Honey,spotify:track:7c60ZlUVvg5R0HXHB2R3gX,You,A Taste Of Honey,7c60ZlUVvg5R0HXHB2R3gX,100.0,field,ACEITO,,,,,,,
B3,If We Loved,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978,A Taste Of Honey,A Taste Of Honey,spotify:track:42l11XUu7HO6zOh40hVPZC,If We Loved,A Taste Of Honey,42l11XUu7HO6zOh40hVPZC,100.0,field,ACEITO,,,,,,,
B4,Sky High,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978,A Taste Of Honey,A Taste Of Honey,spotify:track:4DRXsujReutNX0pAmIpppo,Sky High,A Taste Of Honey,4DRXsujReutNX0pAmIpppo,100.0,field,ACEITO,,,,,,,
B5,You're In Good Hands,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978,A Taste Of Honey,A Taste Of Honey,spotify:track:6qH9Tz6wL2hZ3AuIUSZe8J,You're In Good Hands,A Taste Of Honey,6qH9Tz6wL2hZ3AuIUSZe8J,100.0,field,ACEITO,,,,,,,
A1,Check The Rhime,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:4HfxDJ0uLHTLe0fZrx0MbQ,Check the Rhime,A Tribe Called Quest,4HfxDJ0uLHTLe0fZrx0MbQ,100.0,field,ACEITO,,,,,,,
A2,Bonita Applebum,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:5N5fp1lYSORdZbWanACki9,Bonita Applebum,A Tribe Called Quest,5N5fp1lYSORdZbWanACki9,100.0,field,ACEITO,,,,,,,
A3,Award Tour,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:5YTM7OgQDt9EJAYcfHLniJ,Award Tour (feat. Trugoy The Dove),A Tribe Called Quest,5YTM7OgQDt9EJAYcfHLniJ,100.0,field,ACEITO,,,,,,,
A4,Can I Kick It?,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:1gSDTZHemEViEBiXysrlo0,Can I Kick It?,A Tribe Called Quest,1gSDTZHemEViEBiXysrlo0,100.0,field,ACEITO,,,,,,,
A5,Scenario,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:0301nLjG0ti26rx5ZmfqtP,"Scenario (feat. Busta Rhymes, Dinco D & Charlie Brown) - LP Mix",A Tribe Called Quest,0301nLjG0ti26rx5ZmfqtP,100.0,field,ACEITO,,,,,,,
B1,Buggin' Out,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:6GAemDMWAXa8wZOBkO1gar,Buggin' Out,A Tribe Called Quest,6GAemDMWAXa8wZOBkO1gar,100.0,field,ACEITO,,,,,,,
B2,If The Papes Come,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:7zxMTAuYtI6V6P4O3r0Jfo,If the Papes Come,A Tribe Called Quest,7zxMTAuYtI6V6P4O3r0Jfo,100.0,field,ACEITO,,,,,,,
B3,Electric Relaxation,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:0eEXcw3JLVXcRxYrVYMy68,Electric Relaxation,A Tribe Called Quest,0eEXcw3JLVXcRxYrVYMy68,100.0,field,ACEITO,,,,,,,
B4,Jazz (We've Got),A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:7AgMX97ljLm9BzszyyXEYZ,Jazz (We've Got),A Tribe Called Quest,7AgMX97ljLm9BzszyyXEYZ,100.0,field,ACEITO,,,,,,,
B5,I Left My Wallet In El Segundo,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:6aeht0QSwiZN1esYfniHxr,I Left My Wallet in El Segundo,A Tribe Called Quest,6aeht0QSwiZN1esYfniHxr,100.0,field,ACEITO,,,,,,,
C1,Hot Sex,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:2Y5f3YbTqkIVv9M6jxfzwN,Hot Sex,A Tribe Called Quest,2Y5f3YbTqkIVv9M6jxfzwN,100.0,field,ACEITO,,,,,,,
C2,Oh My God,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:6FI3RJ58Ztl0X1VtA6pVs9,Oh My God (feat. Busta Rhymes),A Tribe Called Quest,6FI3RJ58Ztl0X1VtA6pVs9,100.0,field,ACEITO,,,,,,,
C3,Stressed Out,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:3jaEmUzw0Nt4GcyPkWEDCi,Stressed Out (feat. Faith Evans),A Tribe Called Quest,3jaEmUzw0Nt4GcyPkWEDCi,100.0,field,ACEITO,,,,,,,
C4,Luck Of Lucien,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:2cE8TW1RiEJoezQv7pbyoa,Luck of Lucien,A Tribe Called Quest,2cE8TW1RiEJoezQv7pbyoa,100.0,field,ACEITO,,,,,,,
C5,Description Of A Fool,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:4WC5J69TQjOqS6o5HkhFSA,Description of a Fool,A Tribe Called Quest,4WC5J69TQjOqS6o5HkhFSA,100.0,field,ACEITO,,,,,,,
D1,Keeping It Moving,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:3YQCClOSBrbKkeAhmGvkoP,Keeping It Moving,A Tribe Called Quest,3YQCClOSBrbKkeAhmGvkoP,100.0,field,ACEITO,,,,,,,
D2,Find A Way,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:2MAaiV0bbeq4FpSwPe2rR8,Find a Way,A Tribe Called Quest,2MAaiV0bbeq4FpSwPe2rR8,100.0,field,ACEITO,,,,,,,
D3,Sucka Nigga,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:4DcrZLp19qTdBYqc2bgj3V,Sucka Nigga,A Tribe Called Quest,4DcrZLp19qTdBYqc2bgj3V,100.0,field,ACEITO,,,,,,,
D4,Vivrant Thing,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999,The Anthology,A Tribe Called Quest,spotify:track:4YCBBxP0AeWPpEwidahrha,Vivrant Thing - Club Mix,Q-Tip,4YCBBxP0AeWPpEwidahrha,73.8,field,ACEITO,,,,,,,
