release_id,instance_id,date_added,album_title,album_artist,year,Origem,PA,DJ,$,Recebido?,Notas
2598435,2153568516,2026-06-09T12:11:06-07:00,Sucessos,Marcos Valle,1991,,,,,,
624888,2153568531,2026-06-09T12:11:08-07:00,Sands Of Time,The S.O.S. Band,1986,,,,,,
13937090,2153568540,2026-06-09T12:11:09-07:00,Standing Ovation,GQ,1979,,,,,,
5666554,2153568546,2026-06-09T12:11:11-07:00,"Tonight / Let's Go Dancin' (Ooh La, La, La)",Kool & The Gang,1984,,,,,,
10796228,2153568563,2026-06-09T12:11:13-07:00,Férias Na Praia (Ring Ring),Sueli,1973,,,,,,
7338179,2153568572,2026-06-09T12:11:15-07:00,Menino Bonito / Happy End,Wanderléa,1985,,,,,,
2708817,2153569816,2026-06-09T12:14:58-07:00,Kleiton & Kledir,Kleiton & Kledir,1983,,,,Feirante samba Laryh ,,
5402300,2153569904,2026-06-09T12:15:13-07:00,Chico Em Cy,Quarteto Em Cy,1991,,,,,,
2388473,2153569911,2026-06-09T12:15:14-07:00,Elis,Elis Regina,1974,,,,,,
18502123,2153584016,2026-06-09T12:57:39-07:00, Ahmad Jamal '73 ,Ahmad Jamal,1975,Cristiano,,,,,
18536692,2153584039,2026-06-09T12:57:43-07:00,I Remember Yesterday,Donna Summer,1977,,,,,,
4661277,2153584051,2026-06-09T12:57:45-07:00,Live And More,Donna Summer,1978,,,,,,
7367314,2153584061,2026-06-09T12:57:46-07:00,Bad Girls,Donna Summer,1979,,,,,,
2406001,2153584197,2026-06-09T12:58:12-07:00,Nova História Da Música Popular Brasileira - Jorge Ben,Various,1977,,,,,,
3269293,2153584205,2026-06-09T12:58:14-07:00,Benjor,Jorge Ben,1989,,,,,,
4191841,2153584251,2026-06-09T12:58:22-07:00,"Nova História Da Música Popular Brasileira - Jards Macalé, Luiz Melodia",Various,1978,,,,,,
15591407,2153585025,2026-06-09T13:00:39-07:00,Henry Mancini,101 Strings,1980,,,,,,
4075038,2153585045,2026-06-09T13:00:43-07:00,The Cop Show Themes,Henry Mancini,1976,,,,,,
37398507,2153585720,2026-06-09T13:02:32-07:00,"Criolo, Amaro & Dino",Criolo,2026,Três Selos Rocinante,,,,,
37398507,2153585732,2026-06-09T13:02:35-07:00,"Criolo, Amaro & Dino",Criolo,2026,,,,,,
37076028,2153585742,2026-06-09T13:02:36-07:00,Eu Vejo Luz Em Maior Proporção Do Que Eu Vejo A Escuridão,Gilsons,2026,,,,,,
1969751,2153585936,2026-06-09T13:03:10-07:00,Ed Motta & Conexão Japeri,Ed Motta,1988,Cristiano,,,,,
1537305,2153585950,2026-06-09T13:03:13-07:00,Autógrafos De Sucesso,Bee Gees,1982,,,,,,
2685818,2153585959,2026-06-09T13:03:15-07:00,Stevie Wonder's Original Musiquarium 1,Stevie Wonder,0,,,,,,
326531,2153585965,2026-06-09T13:03:16-07:00,Pump Up The Jam,Technotronic,1990,,,,,,
713329,2153585978,2026-06-09T13:03:18-07:00,Cerrone 3 - Supernature,Cerrone,1978,,,,,,
3502967,2153585987,2026-06-09T13:03:19-07:00,PIPO'S 2 - O Encontro Da Massa,Various,1994,,,,,,
4869036,2153585992,2026-06-09T13:03:20-07:00,História Da Música Popular Brasileira - Francis Hime & Marcos Valle,Various,1983,,,,,,
4382007,2153586004,2026-06-09T13:03:23-07:00,Let It Whip / Everyday Love,Dazz Band,1982,,,,,,
12903791,2153586311,2026-06-09T13:04:20-07:00,The Best Of The Trammps,The Trammps,1978,,,,,,
7795335,2153586640,2026-06-09T13:05:23-07:00,While The City Sleeps...,George Benson,1986,,,,,,
37200081,2153587328,2026-06-09T13:07:42-07:00,Baile,FBC,2026,,,,Fatiado Discos,,
33472028,2153587665,2026-06-09T13:08:38-07:00,Encore,Arthur Verocai,2025,,,,StereoLove records,,
