position,track_title,artist_raw,release_id,artist_clean,cover_url,thumb_url,styles,genres,year,album_title,album_artist
A1,Boogie Oogie Oogie,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978.0,A Taste Of Honey,A Taste Of Honey
A2,This Love Of Ours,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978.0,A Taste Of Honey,A Taste Of Honey
A3,Distant,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978.0,A Taste Of Honey,A Taste Of Honey
A4,World Spin,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978.0,A Taste Of Honey,A Taste Of Honey
B1,Disco Dancin',A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978.0,A Taste Of Honey,A Taste Of Honey
B2,You,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978.0,A Taste Of Honey,A Taste Of Honey
B3,If We Loved,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978.0,A Taste Of Honey,A Taste Of Honey
B4,Sky High,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978.0,A Taste Of Honey,A Taste Of Honey
B5,You're In Good Hands,A Taste Of Honey,5482558,A Taste Of Honey,https://i.discogs.com/WPT4jAlv1LUh4DRH4moXDS6inxwN4ao7miTouNowxxU/rs:fit/g:sm/q:90/h:598/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,https://i.discogs.com/fzW2Ug2zwMY37eiBpmbnk1jGvfproDnS0HPh3jsLFJE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0ODI1/NTgtMTY3Nzk0MTcw/NS03MzgyLmpwZWc.jpeg,"Disco, Funk",Funk / Soul,1978.0,A Taste Of Honey,A Taste Of Honey
A1,Check The Rhime,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
A2,Bonita Applebum,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
A3,Award Tour,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
A4,Can I Kick It?,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
A5,Scenario,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
B1,Buggin' Out,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
B2,If The Papes Come,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
B3,Electric Relaxation,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
B4,Jazz (We've Got),A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
B5,I Left My Wallet In El Segundo,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
C1,Hot Sex,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
C2,Oh My God,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
C3,Stressed Out,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
C4,Luck Of Lucien,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
C5,Description Of A Fool,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
D1,Keeping It Moving,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
D2,Find A Way,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
D3,Sucka Nigga,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
D4,Vivrant Thing,A Tribe Called Quest,153378,A Tribe Called Quest,https://i.discogs.com/uNDntLBbt2K2Bqxn5EiOXnH0DH66rc_r3HOMbWWvtN8/rs:fit/g:sm/q:90/h:600/w:594/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,https://i.discogs.com/kQhTnCpwFFzvnOQi7gKe7k56NximKcu5UH8BU4rzGlI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzM3/OC0xNjcyNjM5MjM0/LTEwMzAuanBlZw.jpeg,Conscious,Hip Hop,1999.0,The Anthology,A Tribe Called Quest
A1,Frantic Situation (Vocal),Afrika Bambaataa & Soulsonic Force,6484114,Afrika Bambaataa & Soulsonic Force,https://i.discogs.com/DQ8OpA_gvA-u549UJX-4LolWg0ba3j154oaPLUQspPE/rs:fit/g:sm/q:90/h:600/w:597/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY0ODQx/MTQtMTQyMDMyMzYw/OC0yMDY0LmpwZWc.jpeg,https://i.discogs.com/H_13KlUfrGwDXKdEso8i13TMu88CxM_BNjWMfUW8O6o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY0ODQx/MTQtMTQyMDMyMzYw/OC0yMDY0LmpwZWc.jpeg,Electro,"Electronic, Hip Hop",1984.0,Frantic Situation,Afrika Bambaataa & Soulsonic Force
B1,Frantic Situation (Instrumental),Afrika Bambaataa & Soulsonic Force,6484114,Afrika Bambaataa & Soulsonic Force,https://i.discogs.com/DQ8OpA_gvA-u549UJX-4LolWg0ba3j154oaPLUQspPE/rs:fit/g:sm/q:90/h:600/w:597/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY0ODQx/MTQtMTQyMDMyMzYw/OC0yMDY0LmpwZWc.jpeg,https://i.discogs.com/H_13KlUfrGwDXKdEso8i13TMu88CxM_BNjWMfUW8O6o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY0ODQx/MTQtMTQyMDMyMzYw/OC0yMDY0LmpwZWc.jpeg,Electro,"Electronic, Hip Hop",1984.0,Frantic Situation,Afrika Bambaataa & Soulsonic Force
B2,Frantic Situation (Frantic Mix),Afrika Bambaataa & Soulsonic Force,6484114,Afrika Bambaataa & Soulsonic Force,https://i.discogs.com/DQ8OpA_gvA-u549UJX-4LolWg0ba3j154oaPLUQspPE/rs:fit/g:sm/q:90/h:600/w:597/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY0ODQx/MTQtMTQyMDMyMzYw/OC0yMDY0LmpwZWc.jpeg,https://i.discogs.com/H_13KlUfrGwDXKdEso8i13TMu88CxM_BNjWMfUW8O6o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY0ODQx/MTQtMTQyMDMyMzYw/OC0yMDY0LmpwZWc.jpeg,Electro,"Electronic, Hip Hop",1984.0,Frantic Situation,Afrika Bambaataa & Soulsonic Force
A1,À Mercê Do Teu Amor,Agepê,3063887,Agepê,https://i.discogs.com/H2_YkH5IMns2AuA69PgMX1DleC_ptAs1NwxWHwYVDQU/rs:fit/g:sm/q:90/h:280/w:280/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNjM4/ODctMTMxNDAyNDE0/Ny5qcGVn.jpeg,https://i.discogs.com/5NUV58VwVfXXE8_VyfA_i2YbdU8fG7N25FHF9h0DUyU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNjM4/ODctMTMxNDAyNDE0/Ny5qcGVn.jpeg,"Samba, MPB",Latin,1988.0,Canto Pra Gente Cantar,Agepê
A2,Vozes D'África,Agepê,3063887,Agepê,https://i.discogs.com/H2_YkH5IMns2AuA69PgMX1DleC_ptAs1NwxWHwYVDQU/rs:fit/g:sm/q:90/h:280/w:280/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNjM4/ODctMTMxNDAyNDE0/Ny5qcGVn.jpeg,https://i.discogs.com/5NUV58VwVfXXE8_VyfA_i2YbdU8fG7N25FHF9h0DUyU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNjM4/ODctMTMxNDAyNDE0/Ny5qcGVn.jpeg,"Samba, MPB",Latin,1988.0,Canto Pra Gente Cantar,Agepê
A3,Flor Da Minha Paixão,Agepê,3063887,Agepê,https://i.discogs.com/H2_YkH5IMns2AuA69PgMX1DleC_ptAs1NwxWHwYVDQU/rs:fit/g:sm/q:90/h:280/w:280/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNjM4/ODctMTMxNDAyNDE0/Ny5qcGVn.jpeg,https://i.discogs.com/5NUV58VwVfXXE8_VyfA_i2YbdU8fG7N25FHF9h0DUyU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNjM4/ODctMTMxNDAyNDE0/Ny5qcGVn.jpeg,"Samba, MPB",Latin,1988.0,Canto Pra Gente Cantar,Agepê
A4,Deusa Do Gantois,Agepê,3063887,Agepê,https://i.discogs.com/H2_YkH5IMns2AuA69PgMX1DleC_ptAs1NwxWHwYVDQU/rs:fit/g:sm/q:90/h:280/w:280/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNjM4/ODctMTMxNDAyNDE0/Ny5qcGVn.jpeg,https://i.discogs.com/5NUV58VwVfXXE8_VyfA_i2YbdU8fG7N25FHF9h0DUyU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwNjM4/ODctMTMxNDAyNDE0/Ny5qcGVn.jpeg,"Samba, MPB",Latin,1988.0,Canto Pra Gente Cantar,Agepê
