position,track_title,artist_raw,release_id,artist_clean,cover_url,thumb_url,styles,genres,year,album_title,album_artist
B6,Theme From The Pawnbroker,Quincy Jones,24812033,Quincy Jones,https://i.discogs.com/AtJKUStqCwynZO1ElNnKbyeNKd1hQRD4mHs8Y6zpkZ4/rs:fit/g:sm/q:90/h:600/w:598/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0ODEy/MDMzLTE2NjU2OTU0/NDUtMTA5MS5qcGVn.jpeg,https://i.discogs.com/LkLvuLW0ng6HqZn0eLQb1T3ViDRH97vOS0i84ZhZft0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0ODEy/MDMzLTE2NjU2OTU0/NDUtMTA5MS5qcGVn.jpeg,"Big Band, Swing, Bossa Nova",Jazz,1972.0,Ndeda,Quincy Jones
A1,Smackwater Jack,Quincy Jones,12413161,Quincy Jones,https://i.discogs.com/0CJ2T7strSuNvQQEpmzprRiicanyrnFgfHdKNhvaMF0/rs:fit/g:sm/q:90/h:600/w:596/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,https://i.discogs.com/4QpWVqm9qPqoZu4zQSD983GcVU4t3BtfEEntXPBAoR0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,"Soul-Jazz, Jazz-Funk, Funk","Jazz, Funk / Soul",1971.0,Smackwater Jack,Quincy Jones
A2,Cast Your Fate To The Wind,Quincy Jones,12413161,Quincy Jones,https://i.discogs.com/0CJ2T7strSuNvQQEpmzprRiicanyrnFgfHdKNhvaMF0/rs:fit/g:sm/q:90/h:600/w:596/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,https://i.discogs.com/4QpWVqm9qPqoZu4zQSD983GcVU4t3BtfEEntXPBAoR0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,"Soul-Jazz, Jazz-Funk, Funk","Jazz, Funk / Soul",1971.0,Smackwater Jack,Quincy Jones
A3,Ironside,Quincy Jones,12413161,Quincy Jones,https://i.discogs.com/0CJ2T7strSuNvQQEpmzprRiicanyrnFgfHdKNhvaMF0/rs:fit/g:sm/q:90/h:600/w:596/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,https://i.discogs.com/4QpWVqm9qPqoZu4zQSD983GcVU4t3BtfEEntXPBAoR0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,"Soul-Jazz, Jazz-Funk, Funk","Jazz, Funk / Soul",1971.0,Smackwater Jack,Quincy Jones
A4,What's Going On,Quincy Jones,12413161,Quincy Jones,https://i.discogs.com/0CJ2T7strSuNvQQEpmzprRiicanyrnFgfHdKNhvaMF0/rs:fit/g:sm/q:90/h:600/w:596/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,https://i.discogs.com/4QpWVqm9qPqoZu4zQSD983GcVU4t3BtfEEntXPBAoR0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,"Soul-Jazz, Jazz-Funk, Funk","Jazz, Funk / Soul",1971.0,Smackwater Jack,Quincy Jones
B1,"Theme From ""The Anderson Tapes""",Quincy Jones,12413161,Quincy Jones,https://i.discogs.com/0CJ2T7strSuNvQQEpmzprRiicanyrnFgfHdKNhvaMF0/rs:fit/g:sm/q:90/h:600/w:596/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,https://i.discogs.com/4QpWVqm9qPqoZu4zQSD983GcVU4t3BtfEEntXPBAoR0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,"Soul-Jazz, Jazz-Funk, Funk","Jazz, Funk / Soul",1971.0,Smackwater Jack,Quincy Jones
B2,Brown Ballad,Quincy Jones,12413161,Quincy Jones,https://i.discogs.com/0CJ2T7strSuNvQQEpmzprRiicanyrnFgfHdKNhvaMF0/rs:fit/g:sm/q:90/h:600/w:596/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,https://i.discogs.com/4QpWVqm9qPqoZu4zQSD983GcVU4t3BtfEEntXPBAoR0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,"Soul-Jazz, Jazz-Funk, Funk","Jazz, Funk / Soul",1971.0,Smackwater Jack,Quincy Jones
B3,Hicky-Burr,Quincy Jones,12413161,Quincy Jones,https://i.discogs.com/0CJ2T7strSuNvQQEpmzprRiicanyrnFgfHdKNhvaMF0/rs:fit/g:sm/q:90/h:600/w:596/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,https://i.discogs.com/4QpWVqm9qPqoZu4zQSD983GcVU4t3BtfEEntXPBAoR0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,"Soul-Jazz, Jazz-Funk, Funk","Jazz, Funk / Soul",1971.0,Smackwater Jack,Quincy Jones
B4,Guitar Blues Odyssey: From Roots To Fruits,Quincy Jones,12413161,Quincy Jones,https://i.discogs.com/0CJ2T7strSuNvQQEpmzprRiicanyrnFgfHdKNhvaMF0/rs:fit/g:sm/q:90/h:600/w:596/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,https://i.discogs.com/4QpWVqm9qPqoZu4zQSD983GcVU4t3BtfEEntXPBAoR0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDEz/MTYxLTE1MzQ3ODM0/NjctMTE0Mi5qcGVn.jpeg,"Soul-Jazz, Jazz-Funk, Funk","Jazz, Funk / Soul",1971.0,Smackwater Jack,Quincy Jones
A1,Stuff Like That,Quincy Jones,8562151,Quincy Jones,https://i.discogs.com/H9db8psjG3ehbRYPFCZmsDWQihoP2uP5yUzToLAfd4Q/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1NjIx/NTEtMTUwMzI4MDk1/Ny01Njg5LmpwZWc.jpeg,https://i.discogs.com/vbGZoCF_Xec0AieOY4CnmLmdLv8soyCAW2MkPmGBlt8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1NjIx/NTEtMTUwMzI4MDk1/Ny01Njg5LmpwZWc.jpeg,"Soul-Jazz, Jazz-Funk, Funk","Jazz, Funk / Soul",1978.0,Sounds ... And Stuff Like That!!,Quincy Jones
A2,I'm Gonna Miss You In The Morning,Quincy Jones,8562151,Quincy Jones,https://i.discogs.com/H9db8psjG3ehbRYPFCZmsDWQihoP2uP5yUzToLAfd4Q/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1NjIx/NTEtMTUwMzI4MDk1/Ny01Njg5LmpwZWc.jpeg,https://i.discogs.com/vbGZoCF_Xec0AieOY4CnmLmdLv8soyCAW2MkPmGBlt8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1NjIx/NTEtMTUwMzI4MDk1/Ny01Njg5LmpwZWc.jpeg,"Soul-Jazz, Jazz-Funk, Funk","Jazz, Funk / Soul",1978.0,Sounds ... And Stuff Like That!!,Quincy Jones
A3,"Love, I Never Had It So Good",Quincy Jones,8562151,Quincy Jones,https://i.discogs.com/H9db8psjG3ehbRYPFCZmsDWQihoP2uP5yUzToLAfd4Q/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1NjIx/NTEtMTUwMzI4MDk1/Ny01Njg5LmpwZWc.jpeg,https://i.discogs.com/vbGZoCF_Xec0AieOY4CnmLmdLv8soyCAW2MkPmGBlt8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1NjIx/NTEtMTUwMzI4MDk1/Ny01Njg5LmpwZWc.jpeg,"Soul-Jazz, Jazz-Funk, Funk","Jazz, Funk / Soul",1978.0,Sounds ... And Stuff Like That!!,Quincy Jones
B1,Tell Me A Bedtime Story,Quincy Jones,8562151,Quincy Jones,https://i.discogs.com/H9db8psjG3ehbRYPFCZmsDWQihoP2uP5yUzToLAfd4Q/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1NjIx/NTEtMTUwMzI4MDk1/Ny01Njg5LmpwZWc.jpeg,https://i.discogs.com/vbGZoCF_Xec0AieOY4CnmLmdLv8soyCAW2MkPmGBlt8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1NjIx/NTEtMTUwMzI4MDk1/Ny01Njg5LmpwZWc.jpeg,"Soul-Jazz, Jazz-Funk, Funk","Jazz, Funk / Soul",1978.0,Sounds ... And Stuff Like That!!,Quincy Jones
B2,Love Me By Name,Quincy Jones,8562151,Quincy Jones,https://i.discogs.com/H9db8psjG3ehbRYPFCZmsDWQihoP2uP5yUzToLAfd4Q/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1NjIx/NTEtMTUwMzI4MDk1/Ny01Njg5LmpwZWc.jpeg,https://i.discogs.com/vbGZoCF_Xec0AieOY4CnmLmdLv8soyCAW2MkPmGBlt8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1NjIx/NTEtMTUwMzI4MDk1/Ny01Njg5LmpwZWc.jpeg,"Soul-Jazz, Jazz-Funk, Funk","Jazz, Funk / Soul",1978.0,Sounds ... And Stuff Like That!!,Quincy Jones
B3,Superwoman (Where Were You When I Needed You),Quincy Jones,8562151,Quincy Jones,https://i.discogs.com/H9db8psjG3ehbRYPFCZmsDWQihoP2uP5yUzToLAfd4Q/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1NjIx/NTEtMTUwMzI4MDk1/Ny01Njg5LmpwZWc.jpeg,https://i.discogs.com/vbGZoCF_Xec0AieOY4CnmLmdLv8soyCAW2MkPmGBlt8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1NjIx/NTEtMTUwMzI4MDk1/Ny01Njg5LmpwZWc.jpeg,"Soul-Jazz, Jazz-Funk, Funk","Jazz, Funk / Soul",1978.0,Sounds ... And Stuff Like That!!,Quincy Jones
B4,Takin' It To The Streets,Quincy Jones,8562151,Quincy Jones,https://i.discogs.com/H9db8psjG3ehbRYPFCZmsDWQihoP2uP5yUzToLAfd4Q/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1NjIx/NTEtMTUwMzI4MDk1/Ny01Njg5LmpwZWc.jpeg,https://i.discogs.com/vbGZoCF_Xec0AieOY4CnmLmdLv8soyCAW2MkPmGBlt8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1NjIx/NTEtMTUwMzI4MDk1/Ny01Njg5LmpwZWc.jpeg,"Soul-Jazz, Jazz-Funk, Funk","Jazz, Funk / Soul",1978.0,Sounds ... And Stuff Like That!!,Quincy Jones
A1,Never Say Naw,Ray Charles,12486184,Ray Charles,https://i.discogs.com/QhnJ1TwITkxSqhOM-v8eRAGfcbkO_XfSUD2GnEkXKC0/rs:fit/g:sm/q:90/h:449/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,https://i.discogs.com/JW62bXDl47Sar21pIPFhV4h7XNtcmF4AjJQiT8_Bxp4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,Rhythm & Blues,Funk / Soul,1968.0,A Portrait Of Ray,Ray Charles
A2,The Sun Died,Ray Charles,12486184,Ray Charles,https://i.discogs.com/QhnJ1TwITkxSqhOM-v8eRAGfcbkO_XfSUD2GnEkXKC0/rs:fit/g:sm/q:90/h:449/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,https://i.discogs.com/JW62bXDl47Sar21pIPFhV4h7XNtcmF4AjJQiT8_Bxp4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,Rhythm & Blues,Funk / Soul,1968.0,A Portrait Of Ray,Ray Charles
A3,Am I Blue?,Ray Charles,12486184,Ray Charles,https://i.discogs.com/QhnJ1TwITkxSqhOM-v8eRAGfcbkO_XfSUD2GnEkXKC0/rs:fit/g:sm/q:90/h:449/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,https://i.discogs.com/JW62bXDl47Sar21pIPFhV4h7XNtcmF4AjJQiT8_Bxp4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,Rhythm & Blues,Funk / Soul,1968.0,A Portrait Of Ray,Ray Charles
A4,Yesterdays,Ray Charles,12486184,Ray Charles,https://i.discogs.com/QhnJ1TwITkxSqhOM-v8eRAGfcbkO_XfSUD2GnEkXKC0/rs:fit/g:sm/q:90/h:449/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,https://i.discogs.com/JW62bXDl47Sar21pIPFhV4h7XNtcmF4AjJQiT8_Bxp4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,Rhythm & Blues,Funk / Soul,1968.0,A Portrait Of Ray,Ray Charles
A5,When I Stop Dreamin',Ray Charles,12486184,Ray Charles,https://i.discogs.com/QhnJ1TwITkxSqhOM-v8eRAGfcbkO_XfSUD2GnEkXKC0/rs:fit/g:sm/q:90/h:449/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,https://i.discogs.com/JW62bXDl47Sar21pIPFhV4h7XNtcmF4AjJQiT8_Bxp4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,Rhythm & Blues,Funk / Soul,1968.0,A Portrait Of Ray,Ray Charles
B1,I Won't Leave,Ray Charles,12486184,Ray Charles,https://i.discogs.com/QhnJ1TwITkxSqhOM-v8eRAGfcbkO_XfSUD2GnEkXKC0/rs:fit/g:sm/q:90/h:449/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,https://i.discogs.com/JW62bXDl47Sar21pIPFhV4h7XNtcmF4AjJQiT8_Bxp4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,Rhythm & Blues,Funk / Soul,1968.0,A Portrait Of Ray,Ray Charles
B2,A Sweet Young Thing Like You,Ray Charles,12486184,Ray Charles,https://i.discogs.com/QhnJ1TwITkxSqhOM-v8eRAGfcbkO_XfSUD2GnEkXKC0/rs:fit/g:sm/q:90/h:449/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,https://i.discogs.com/JW62bXDl47Sar21pIPFhV4h7XNtcmF4AjJQiT8_Bxp4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,Rhythm & Blues,Funk / Soul,1968.0,A Portrait Of Ray,Ray Charles
B3,The Bright Lights & You Girl,Ray Charles,12486184,Ray Charles,https://i.discogs.com/QhnJ1TwITkxSqhOM-v8eRAGfcbkO_XfSUD2GnEkXKC0/rs:fit/g:sm/q:90/h:449/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,https://i.discogs.com/JW62bXDl47Sar21pIPFhV4h7XNtcmF4AjJQiT8_Bxp4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,Rhythm & Blues,Funk / Soul,1968.0,A Portrait Of Ray,Ray Charles
B4,Understanding,Ray Charles,12486184,Ray Charles,https://i.discogs.com/QhnJ1TwITkxSqhOM-v8eRAGfcbkO_XfSUD2GnEkXKC0/rs:fit/g:sm/q:90/h:449/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,https://i.discogs.com/JW62bXDl47Sar21pIPFhV4h7XNtcmF4AjJQiT8_Bxp4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,Rhythm & Blues,Funk / Soul,1968.0,A Portrait Of Ray,Ray Charles
B5,Eleanor Rigby,Ray Charles,12486184,Ray Charles,https://i.discogs.com/QhnJ1TwITkxSqhOM-v8eRAGfcbkO_XfSUD2GnEkXKC0/rs:fit/g:sm/q:90/h:449/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,https://i.discogs.com/JW62bXDl47Sar21pIPFhV4h7XNtcmF4AjJQiT8_Bxp4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNDg2/MTg0LTE1NDU2MjM5/MzUtNTQ4OS5qcGVn.jpeg,Rhythm & Blues,Funk / Soul,1968.0,A Portrait Of Ray,Ray Charles
A1,If You Were Mine,Ray Charles,7547487,Ray Charles,https://i.discogs.com/3-finHOjWUwwjISeYs1U9kEx1QiMBHNPIiaMPfaJrdA/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1NDc0/ODctMTQ0Mzc2NDcy/OS01NDM0LmpwZWc.jpeg,https://i.discogs.com/MYcqrjs2_e5hW2stedgb2cjrjjs9XDHivlYTIyY98O8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1NDc0/ODctMTQ0Mzc2NDcy/OS01NDM0LmpwZWc.jpeg,"Post Bop, Rhythm & Blues, Soul","Jazz, Funk / Soul",1970.0,Love Country Style,Ray Charles
A2,Ring Of Fire,Ray Charles,7547487,Ray Charles,https://i.discogs.com/3-finHOjWUwwjISeYs1U9kEx1QiMBHNPIiaMPfaJrdA/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1NDc0/ODctMTQ0Mzc2NDcy/OS01NDM0LmpwZWc.jpeg,https://i.discogs.com/MYcqrjs2_e5hW2stedgb2cjrjjs9XDHivlYTIyY98O8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1NDc0/ODctMTQ0Mzc2NDcy/OS01NDM0LmpwZWc.jpeg,"Post Bop, Rhythm & Blues, Soul","Jazz, Funk / Soul",1970.0,Love Country Style,Ray Charles
A3,Your Love Is So Doggone Good,Ray Charles,7547487,Ray Charles,https://i.discogs.com/3-finHOjWUwwjISeYs1U9kEx1QiMBHNPIiaMPfaJrdA/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1NDc0/ODctMTQ0Mzc2NDcy/OS01NDM0LmpwZWc.jpeg,https://i.discogs.com/MYcqrjs2_e5hW2stedgb2cjrjjs9XDHivlYTIyY98O8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1NDc0/ODctMTQ0Mzc2NDcy/OS01NDM0LmpwZWc.jpeg,"Post Bop, Rhythm & Blues, Soul","Jazz, Funk / Soul",1970.0,Love Country Style,Ray Charles
A4,Don't Change On Me,Ray Charles,7547487,Ray Charles,https://i.discogs.com/3-finHOjWUwwjISeYs1U9kEx1QiMBHNPIiaMPfaJrdA/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1NDc0/ODctMTQ0Mzc2NDcy/OS01NDM0LmpwZWc.jpeg,https://i.discogs.com/MYcqrjs2_e5hW2stedgb2cjrjjs9XDHivlYTIyY98O8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1NDc0/ODctMTQ0Mzc2NDcy/OS01NDM0LmpwZWc.jpeg,"Post Bop, Rhythm & Blues, Soul","Jazz, Funk / Soul",1970.0,Love Country Style,Ray Charles
A5,Till I Can't Take It Anymore,Ray Charles,7547487,Ray Charles,https://i.discogs.com/3-finHOjWUwwjISeYs1U9kEx1QiMBHNPIiaMPfaJrdA/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1NDc0/ODctMTQ0Mzc2NDcy/OS01NDM0LmpwZWc.jpeg,https://i.discogs.com/MYcqrjs2_e5hW2stedgb2cjrjjs9XDHivlYTIyY98O8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1NDc0/ODctMTQ0Mzc2NDcy/OS01NDM0LmpwZWc.jpeg,"Post Bop, Rhythm & Blues, Soul","Jazz, Funk / Soul",1970.0,Love Country Style,Ray Charles
B1,You've Still Got A Place In My Heart,Ray Charles,7547487,Ray Charles,https://i.discogs.com/3-finHOjWUwwjISeYs1U9kEx1QiMBHNPIiaMPfaJrdA/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1NDc0/ODctMTQ0Mzc2NDcy/OS01NDM0LmpwZWc.jpeg,https://i.discogs.com/MYcqrjs2_e5hW2stedgb2cjrjjs9XDHivlYTIyY98O8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1NDc0/ODctMTQ0Mzc2NDcy/OS01NDM0LmpwZWc.jpeg,"Post Bop, Rhythm & Blues, Soul","Jazz, Funk / Soul",1970.0,Love Country Style,Ray Charles
B2,I Keep It Hid,Ray Charles,7547487,Ray Charles,https://i.discogs.com/3-finHOjWUwwjISeYs1U9kEx1QiMBHNPIiaMPfaJrdA/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1NDc0/ODctMTQ0Mzc2NDcy/OS01NDM0LmpwZWc.jpeg,https://i.discogs.com/MYcqrjs2_e5hW2stedgb2cjrjjs9XDHivlYTIyY98O8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc1NDc0/ODctMTQ0Mzc2NDcy/OS01NDM0LmpwZWc.jpeg,"Post Bop, Rhythm & Blues, Soul","Jazz, Funk / Soul",1970.0,Love Country Style,Ray Charles
